Time (s),Joint Vel 1,Joint Vel 2,Joint Vel 3,Body Vel X,Body Vel Y,Body Vel Z
4.53,0.894,0,0,0,0.298,0.007
4.54,1.009,0,0,0,0.325,0.004
4.55,1.038,0,0,0,0.332,0.001
4.56,1.045,0,0,0,0.334,-0.002
4.57,1.047,0,0,0,0.334,-0.005
4.58,1.047,0,0,0,0.334,-0.009
4.59,1.047,0,0,0,0.334,-0.012
4.6,1.047,0,0,0,0.334,-0.015
4.61,1.047,0,0,0,0.334,-0.019
4.62,1.047,0,0,0,0.333,-0.022
4.63,1.047,0,0,0,0.333,-0.025
4.64,1.047,0,0,0,0.333,-0.028
4.65,1.047,0,0,0,0.332,-0.032
4.66,1.047,0,0,0,0.332,-0.035
4.67,1.047,0,0,0,0.332,-0.038
4.68,1.047,0,0,0,0.331,-0.042
4.69,1.047,0,0,0,0.331,-0.045
4.7,1.047,0,0,0,0.33,-0.048
4.71,1.047,0,0,0,0.33,-0.051
4.72,1.047,0,0,0,0.329,-0.055
4.73,1.047,0,0,0,0.329,-0.058
4.74,1.047,0,0,0,0.328,-0.061
4.75,1.047,0,0,0,0.327,-0.064
4.76,1.047,0,0,0,0.327,-0.067
4.77,1.047,0,0,0,0.326,-0.071
4.78,1.047,0,0,0,0.325,-0.074
4.79,1.047,0,0,0,0.324,-0.077
4.8,1.047,0,0,0,0.324,-0.08
4.81,1.047,0,0,0,0.323,-0.083
4.82,1.047,0,0,0,0.322,-0.087
4.83,1.047,0,0,0,0.321,-0.09
4.84,1.047,0,0,0,0.32,-0.093
4.85,1.047,0,0,0,0.319,-0.096
4.86,1.047,0,0,0,0.318,-0.099
4.87,1.047,0,0,0,0.317,-0.102
4.88,1.047,0,0,0,0.316,-0.105
4.89,1.047,0,0,0,0.315,-0.108
4.9,1.047,0,0,0,0.314,-0.112
4.91,1.047,0,0,0,0.312,-0.115
4.92,1.047,0,0,0,0.311,-0.118
4.93,1.047,0,0,0,0.31,-0.121
4.94,1.047,0,0,0,0.309,-0.124
4.95,1.047,0,0,0,0.307,-0.127
4.96,1.047,0,0,0,0.306,-0.13
4.97,1.047,0,0,0,0.305,-0.133
4.98,1.047,0,0,0,0.303,-0.136
4.99,1.047,0,0,0,0.302,-0.139
5,1.047,0,0,0,0.3,-0.142
5.01,0.725,0,0,0,0.157,-0.074
5.02,0.092,0,0,0,-0.027,0.012
5.03,-0.568,0,0,0,-0.198,0.094
5.04,-0.927,0,0,0,-0.275,0.129
5.05,-1.017,0,0,0,-0.296,0.135
5.06,-1.04,0,0,0,-0.302,0.134
5.07,-1.045,0,0,0,-0.305,0.131
5.08,-1.047,0,0,0,-0.306,0.129
5.09,-1.047,0,0,0,-0.308,0.126
5.1,-1.047,0,0,0,-0.309,0.123
5.11,-1.047,0,0,0,-0.31,0.12
5.12,-1.044,0,0,0,-0.303,0.113
5.13,-0.911,0,0,0,-0.259,0.094
5.14,-0.731,0,0,0,-0.206,0.073
5.15,-0.566,0,0,0,-0.159,0.055
5.16,-0.429,0,0,0,-0.12,0.041
5.17,-0.323,0,0,0,-0.09,0.031
5.18,-0.241,0,0,0,-0.068,0.023
5.19,-0.18,0,0,0,-0.05,0.017
5.2,-0.134,0,0,0,-0.037,0.013
5.21,-0.099,0,0,0,-0.028,0.009
5.22,-0.074,0,0,0,-0.021,0.007
5.23,-0.055,0,0,0,-0.015,0.005
5.24,-0.041,0,0,0,-0.011,0.004
5.25,-0.03,0,0,0,-0.008,0.003
5.26,-0.022,0,0,0,-0.006,0.002
5.27,-0.017,0,0,0,-0.005,0.002
5.28,-0.012,0,0,0,-0.003,0.001
5.29,-0.009,0,0,0,-0.003,0.001
5.3,-0.007,0,0,0,-0.002,0.001
5.31,-0.005,0,0,0,-0.001,0
5.32,-0.004,0,0,0,-0.001,0
5.33,-0.003,0,0,0,-0.001,0
5.34,-0.002,0,0,0,0,0
5.35,-0.001,0,0,0,0,0
5.36,-0.001,0,0,0,0,0
5.37,-0.001,0,0,0,0,0
5.38,-0.001,0,0,0,0,0
5.39,-0.001,0,0,0,0,0
5.4,0,0,0,0,0,0
5.41,0,0,0,0,0,0
5.42,0,0,0,0,0,0
5.43,0,0,0,0,0,0
5.44,0,0,0,0,0,0
5.45,0,0,0,0,0,0
5.46,0,0,0,0,0,0
5.47,0,0,0,0,0,0
5.48,0,0,0,0,0,0
5.49,0,0,0,0,0,0
5.5,0,0,0,0,0,0
5.51,0,0.277,0,0.128,0,0
5.52,0,0.806,0,0.262,0,-0.002
5.53,0,0.987,0,0.302,0,-0.005
5.54,0,1.032,0,0.312,0,-0.009
5.55,0,1.043,0,0.315,0,-0.012
5.56,0,1.046,0,0.315,0,-0.015
5.57,0,1.047,0,0.315,0,-0.018
5.58,0,1.047,0,0.315,0,-0.021
5.59,0,1.047,0,0.315,0,-0.024
5.6,0,1.047,0,0.315,0,-0.027
5.61,0,1.047,0,0.314,0,-0.03
5.62,0,1.047,0,0.314,0,-0.033
5.63,0,1.047,0,0.314,0,-0.037
5.64,0,1.047,0,0.313,0,-0.04
5.65,0,1.047,0,0.313,0,-0.043
5.66,0,1.047,0,0.312,0,-0.046
5.67,0,1.047,0,0.312,0,-0.049
5.68,0,1.047,0,0.311,0,-0.052
5.69,0,1.047,0,0.311,0,-0.055
5.7,0,1.047,0,0.31,0,-0.058
5.71,0,1.047,0,0.31,0,-0.061
5.72,0,1.047,0,0.309,0,-0.064
5.73,0,1.047,0,0.308,0,-0.067
5.74,0,1.047,0,0.308,0,-0.07
5.75,0,1.047,0,0.307,0,-0.073
5.76,0,1.047,0,0.306,0,-0.076
5.77,0,1.047,0,0.305,0,-0.079
5.78,0,1.047,0,0.304,0,-0.082
5.79,0,1.047,0,0.303,0,-0.085
5.8,0,1.047,0,0.303,0,-0.088
5.81,0,1.047,0,0.302,0,-0.091
5.82,0,1.047,0,0.301,0,-0.094
5.83,0,1.047,0,0.3,0,-0.097
5.84,0,1.047,0,0.299,0,-0.1
5.85,0,1.047,0,0.298,0,-0.103
5.86,0,0.998,0,0.272,0,-0.097
5.87,0,0.832,0,0.222,0,-0.081
5.88,0,0.655,0,0.173,0,-0.065
5.89,0,0.502,0,0.132,0,-0.05
5.9,0,0.379,0,0.099,0,-0.038
5.91,0,0.284,0,0.074,0,-0.029
5.92,0,0.212,0,0.055,0,-0.021
5.93,0,0.158,0,0.041,0,-0.016
5.94,0,0.117,0,0.031,0,-0.012
5.95,0,0.087,0,0.023,0,-0.009
5.96,0,0.065,0,0.017,0,-0.007
5.97,0,0.048,0,0.013,0,-0.005
5.98,0,0.036,0,0.009,0,-0.004
5.99,0,0.027,0,0.007,0,-0.003
6,0,0.02,0,0.005,0,-0.002
6.01,0,0.015,0,0.004,0,-0.002
6.02,0,0.011,0,0.003,0,-0.001
6.03,0,0.008,0,0.002,0,-0.001
6.04,0,0.006,0,0.002,0,-0.001
6.05,0,0.004,0,0.001,0,-0.001
6.06,0,0.003,0,0.001,0,0
6.07,0,0.002,0,0.001,0,0
6.08,0,0.002,0,0,0,0
6.09,0,0.001,0,0,0,0
6.1,0,0.001,0,0,0,0
6.11,0,0.001,0,0,0,0
6.12,0,0.001,0,0,0,0
6.13,0,0,0,0,0,0
6.14,0,0,0,0,0,0
6.15,0,0,0,0,0,0
6.16,0,0,0,0,0,0
6.17,0,0,0,0,0,0
6.18,0,0,0,0,0,0
6.19,0,0,0,0,0,0
6.2,0,0,0,0,0,0
6.21,0,0,0,0,0,0
6.22,0,0,0,0,0,0
6.23,0,0,0,0,0,0
6.24,0,0,0,0,0,0
6.25,0,0,0,0,0,0
6.26,0,0,0,0,0,0
6.27,0,0,0,0,0,0
6.28,0,0,0,0,0,0
6.29,0,0,0,0,0,0
6.3,0,0,0,0,0,0
6.31,0,0,0,0,0,0
6.32,0,0,0,0,0,0
6.33,0,0,0,0,0,0
6.34,0,0,0,0,0,0
6.35,0,0,0,0,0,0
6.36,0,0,0,0,0,0
6.37,0,0,0,0,0,0
6.38,0,0,0,0,0,0
6.39,0,0,0,0,0,0
6.4,0,0,0,0,0,0
6.41,0,0,0,0,0,0
6.42,0,0,0,0,0,0
6.43,0,0,0,0,0,0
6.44,0,0,0,0,0,0
6.45,0,0,0,0,0,0
6.46,0,0,0,0,0,0
6.47,0,0,0,0,0,0
6.48,0,0,0,0,0,0
6.49,0,0,0,0,0,0
6.5,0,0,0,0,0,0
6.51,0,0,0,0,0,0
6.52,0,0,0,0,0,0
6.53,0,0,0,0,0,0
6.54,0,0,0,0,0,0
6.55,0,0,0,0,0,0
6.56,0,0,0,0,0,0
6.57,0,0,0,0,0,0
6.58,0,0,0,0,0,0
6.59,0,0,0,0,0,0
6.6,0,0,0,0,0,0
6.61,0,0,0,0,0,0
6.62,0,0,0,0,0,0
