Time (s),o1,o2,fwd_force,filtered_force_1,filtered_force_2,filtered_force_3,filtered_force_4,error_force,gamma_1,gamma_2,gamma_3,gamma_4
21.320, 0.885, 0.588, 1.000, 0.002, 0.000, 0.000, 1.000, 0.998, 0.016, 0.011, 0.012, 0.011
21.340, 0.886, 0.520, 1.000, 0.049, 0.000, 0.000, 1.000, 0.951, 0.016, 0.011, 0.012, 0.011
21.360, 0.882, 0.445, 1.000, 0.074, 0.000, 0.000, 1.000, 0.926, 0.016, 0.011, 0.012, 0.011
21.380, 0.876, 0.359, 1.000, 0.122, 0.000, 0.000, 1.000, 0.878, 0.016, 0.011, 0.012, 0.011
21.400, 0.869, 0.252, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.011, 0.012, 0.011
21.420, 0.858, 0.109, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.011, 0.012, 0.011
21.440, 0.829, -0.106, 0.000, 1.000, 0.000, 0.000, 0.105, 1.000, 0.016, 0.011, 0.012, 0.011
21.460, 0.747, -0.322, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.016, 0.012, 0.012, 0.012
21.480, 0.648, -0.504, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.016, 0.012, 0.012, 0.012
21.500, 0.590, -0.676, 0.000, 1.000, 0.293, 0.000, 0.351, 1.000, 0.016, 0.012, 0.012, 0.012
21.520, 0.562, -0.804, 0.000, 0.000, 0.199, 0.000, 0.167, 0.000, 0.016, 0.012, 0.011, 0.012
21.540, 0.504, -0.855, 0.000, 1.000, 0.244, 0.000, 0.000, 1.000, 0.016, 0.012, 0.011, 0.012
21.560, 0.435, -0.871, 0.000, 0.000, 0.515, 1.000, 0.000, 0.000, 0.015, 0.012, 0.012, 0.012
21.580, 0.350, -0.872, 0.000, 0.000, 0.345, 1.000, 0.000, 0.000, 0.015, 0.012, 0.012, 0.012
21.600, 0.241, -0.866, 0.000, 0.000, 0.167, 1.000, 0.000, 0.000, 0.015, 0.012, 0.013, 0.012
21.620, 0.094, -0.857, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.012, 0.012, 0.012
21.640, -0.108, -0.841, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.012, 0.012, 0.013
21.660, -0.369, -0.817, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.011, 0.013, 0.013
21.680, -0.632, -0.778, 0.000, 0.000, 1.000, 0.000, 0.114, 0.000, 0.015, 0.011, 0.013, 0.012
21.700, -0.801, -0.722, 0.000, 0.000, 1.000, 0.000, 0.049, 0.000, 0.015, 0.011, 0.013, 0.012
21.720, -0.868, -0.657, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.011, 0.013, 0.012
21.740, -0.885, -0.589, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.011, 0.013, 0.011
21.760, -0.886, -0.520, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.013, 0.011
21.780, -0.882, -0.447, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.012, 0.011
21.800, -0.876, -0.361, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.012, 0.011
21.820, -0.869, -0.254, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.012, 0.011
21.840, -0.858, -0.112, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.012, 0.011
21.860, -0.844, 0.083, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.011, 0.012, 0.011
21.880, -0.820, 0.338, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.011, 0.012, 0.011
21.900, -0.783, 0.607, 1.000, 0.029, 1.000, 0.000, 0.000, 0.971, 0.015, 0.011, 0.012, 0.011
21.920, -0.729, 0.789, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.011, 0.013, 0.011
21.940, -0.664, 0.864, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.011, 0.013, 0.011
21.960, -0.596, 0.884, 1.000, 0.000, 1.000, 0.366, 0.000, 1.000, 0.016, 0.011, 0.013, 0.011
21.980, -0.528, 0.886, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.011, 0.013, 0.011
22.000, -0.455, 0.883, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.011, 0.013, 0.011
22.020, -0.371, 0.877, 1.000, 0.000, 0.303, 0.000, 0.000, 1.000, 0.016, 0.011, 0.013, 0.011
22.040, -0.268, 0.870, 1.000, 0.026, 0.022, 0.025, 0.000, 0.974, 0.016, 0.011, 0.013, 0.011
22.060, -0.131, 0.860, 1.000, 0.063, 0.000, 0.003, 0.000, 0.937, 0.016, 0.012, 0.013, 0.011
22.080, 0.056, 0.845, 1.000, 0.132, 0.009, 0.008, 0.000, 0.868, 0.016, 0.012, 0.014, 0.011
22.100, 0.304, 0.823, 1.000, 0.184, 0.020, 0.047, 0.000, 0.816, 0.016, 0.012, 0.014, 0.011
22.120, 0.493, 0.742, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.016, 0.012, 0.014, 0.011
22.140, 0.550, 0.562, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.015, 0.012, 0.014, 0.011
22.160, 0.625, 0.455, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.015, 0.012, 0.014, 0.012
22.180, 0.685, 0.344, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.015, 0.012, 0.013, 0.012
22.200, 0.761, 0.254, 1.000, 1.000, 0.000, 0.000, 0.006, 0.000, 0.015, 0.012, 0.013, 0.012
22.220, 0.800, 0.124, 1.000, 1.000, 0.029, 0.000, 0.070, 0.000, 0.015, 0.012, 0.013, 0.012
22.240, 0.812, -0.057, 0.000, 1.000, 0.048, 0.000, 0.148, 1.000, 0.015, 0.011, 0.013, 0.012
22.260, 0.795, -0.293, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.011, 0.013, 0.012
22.280, 0.750, -0.534, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.011, 0.012, 0.011
22.300, 0.617, -0.652, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.011, 0.012, 0.011
22.320, 0.455, -0.720, 0.000, 1.000, 0.000, 0.000, 0.823, 1.000, 0.016, 0.011, 0.012, 0.011
22.340, 0.407, -0.812, 0.000, 0.410, 0.914, 0.026, 1.000, 0.410, 0.016, 0.012, 0.012, 0.011
22.360, 0.293, -0.837, 0.000, 1.000, 0.431, 0.000, 1.000, 1.000, 0.016, 0.012, 0.012, 0.011
22.380, 0.174, -0.849, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.016, 0.011, 0.012, 0.011
22.400, 0.006, -0.845, 0.000, 0.000, 0.000, 0.016, 1.000, 0.000, 0.015, 0.011, 0.012, 0.011
22.420, -0.224, -0.829, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.011
22.440, -0.498, -0.800, 0.000, 0.000, 0.000, 0.000, 0.427, 0.000, 0.015, 0.011, 0.012, 0.011
22.460, -0.726, -0.753, 0.000, 0.000, 0.000, 0.033, 0.017, 0.000, 0.015, 0.011, 0.012, 0.012
22.480, -0.842, -0.692, 0.000, 0.000, 0.931, 1.000, 0.000, 0.000, 0.015, 0.011, 0.013, 0.012
22.500, -0.879, -0.625, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.012, 0.013, 0.012
22.520, -0.887, -0.557, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.012, 0.013, 0.012
22.540, -0.885, -0.486, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.012, 0.013, 0.012
22.560, -0.880, -0.408, 0.000, 0.000, 1.000, 0.452, 0.000, 0.000, 0.015, 0.012, 0.013, 0.012
22.580, -0.873, -0.314, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.012, 0.013, 0.013
22.600, -0.864, -0.193, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.012, 0.013, 0.013
22.620, -0.852, -0.028, 0.000, 0.007, 1.000, 1.000, 0.000, 0.007, 0.015, 0.012, 0.013, 0.013
22.640, -0.834, 0.197, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.015, 0.012, 0.012, 0.012
22.660, -0.805, 0.470, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.015, 0.012, 0.012, 0.012
22.680, -0.760, 0.708, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.012, 0.012, 0.012
22.700, -0.699, 0.835, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.012, 0.012, 0.012
22.720, -0.632, 0.877, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.011, 0.012, 0.011
22.740, -0.564, 0.887, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.011, 0.012, 0.011
22.760, -0.494, 0.885, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.011, 0.012, 0.011
22.780, -0.417, 0.880, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.011, 0.012, 0.011
22.800, -0.325, 0.874, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.011, 0.012, 0.011
22.820, -0.208, 0.865, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.011, 0.012, 0.011
22.840, -0.048, 0.854, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.011, 0.012, 0.011
22.860, 0.170, 0.836, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.011, 0.012, 0.011
22.880, 0.440, 0.809, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.017, 0.011, 0.012, 0.011
22.900, 0.687, 0.765, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.017, 0.011, 0.012, 0.011
22.920, 0.826, 0.706, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.017, 0.011, 0.013, 0.011
22.940, 0.875, 0.639, 1.000, 0.000, 1.000, 0.003, 0.000, 1.000, 0.017, 0.011, 0.013, 0.011
22.960, 0.886, 0.572, 1.000, 0.000, 0.450, 1.000, 0.000, 1.000, 0.017, 0.011, 0.013, 0.011
22.980, 0.886, 0.502, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.017, 0.011, 0.012, 0.011
23.000, 0.881, 0.426, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.017, 0.011, 0.012, 0.011
23.020, 0.875, 0.336, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.017, 0.011, 0.012, 0.011
23.040, 0.863, 0.203, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.016, 0.011, 0.012, 0.011
23.060, 0.853, 0.043, 1.000, 0.000, 0.210, 0.000, 0.000, 1.000, 0.017, 0.011, 0.012, 0.011
23.080, 0.834, -0.178, 0.000, 1.000, 0.000, 0.000, 0.260, 1.000, 0.017, 0.012, 0.013, 0.011
23.100, 0.807, -0.448, 0.000, 0.000, 0.000, 0.000, 0.041, 0.000, 0.016, 0.012, 0.013, 0.012
23.120, 0.763, -0.693, 0.000, 0.000, 0.378, 0.087, 0.341, 0.000, 0.016, 0.012, 0.013, 0.012
23.140, 0.704, -0.829, 0.000, 0.000, 0.389, 0.086, 0.347, 0.000, 0.016, 0.012, 0.013, 0.012
23.160, 0.637, -0.876, 0.000, 0.000, 0.195, 0.000, 1.000, 0.000, 0.016, 0.012, 0.013, 0.011
23.180, 0.569, -0.886, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.016, 0.011, 0.013, 0.011
23.200, 0.500, -0.885, 0.000, 0.000, 0.000, 0.259, 1.000, 0.000, 0.016, 0.011, 0.013, 0.011
23.220, 0.423, -0.881, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.016, 0.011, 0.014, 0.011
23.240, 0.333, -0.874, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.014, 0.011
23.260, 0.217, -0.866, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.013, 0.011
23.280, 0.062, -0.855, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.013, 0.011
23.300, -0.152, -0.838, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.013, 0.011
23.320, -0.419, -0.811, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.011
23.340, -0.672, -0.769, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.011
23.360, -0.820, -0.711, 0.000, 0.000, 0.000, 0.007, 1.000, 0.000, 0.015, 0.011, 0.012, 0.011
23.380, -0.873, -0.644, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.011
23.400, -0.886, -0.577, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.011
23.420, -0.886, -0.507, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.011
23.440, -0.881, -0.432, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.011
23.460, -0.875, -0.343, 0.000, 0.031, 0.000, 0.000, 1.000, 0.031, 0.015, 0.011, 0.012, 0.011
23.480, -0.867, -0.232, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.010
23.500, -0.856, -0.081, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.010
23.520, -0.850, 0.135, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.010
23.540, -0.820, 0.401, 1.000, 1.000, 0.000, 0.161, 1.000, 0.000, 0.015, 0.010, 0.012, 0.010
23.560, -0.776, 0.659, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.010, 0.012, 0.010
23.580, -0.728, 0.803, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.010
23.600, -0.701, 0.839, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.015, 0.011, 0.012, 0.011
23.620, -0.681, 0.848, 1.000, 1.000, 0.205, 0.000, 0.000, 0.000, 0.015, 0.011, 0.012, 0.011
23.640, -0.668, 0.848, 1.000, 1.000, 0.044, 0.000, 0.000, 0.000, 0.015, 0.012, 0.012, 0.012
23.660, -0.665, 0.843, 1.000, 1.000, 0.000, 0.000, 0.212, 0.000, 0.015, 0.012, 0.012, 0.012
23.680, -0.649, 0.851, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.011, 0.012, 0.012
23.700, -0.633, 0.854, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.011, 0.012, 0.012
23.720, -0.579, 0.875, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.011, 0.013, 0.012
23.740, -0.512, 0.883, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.015, 0.011, 0.013, 0.012
23.760, -0.526, 0.847, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.011, 0.012, 0.012
23.780, -0.481, 0.863, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.011, 0.012, 0.012
23.800, -0.416, 0.870, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.011, 0.012, 0.012
23.820, -0.365, 0.858, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.011, 0.012, 0.012
23.840, -0.296, 0.853, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.010, 0.012, 0.012
23.860, -0.214, 0.844, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.010, 0.012, 0.012
23.880, -0.092, 0.838, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.010, 0.012, 0.012
23.900, 0.106, 0.833, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.010, 0.012, 0.011
23.920, 0.364, 0.813, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.010, 0.012, 0.011
23.940, 0.628, 0.777, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.010, 0.012, 0.011
23.960, 0.799, 0.722, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.012, 0.011
23.980, 0.867, 0.657, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.012, 0.011
24.000, 0.885, 0.589, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.012, 0.011
24.020, 0.886, 0.521, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.011, 0.011
24.040, 0.882, 0.447, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.011, 0.011
24.060, 0.876, 0.361, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.011, 0.011
24.080, 0.869, 0.255, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.011, 0.011
24.100, 0.859, 0.113, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.011, 0.011, 0.011
24.120, 0.844, -0.082, 0.000, 0.000, 1.000, 0.445, 0.000, 0.000, 0.016, 0.011, 0.012, 0.011
24.140, 0.820, -0.337, 0.000, 0.548, 0.000, 0.000, 0.033, 0.548, 0.016, 0.011, 0.012, 0.011
24.160, 0.783, -0.605, 0.000, 0.039, 0.116, 0.144, 0.000, 0.039, 0.015, 0.011, 0.012, 0.011
24.180, 0.729, -0.788, 0.000, 0.041, 0.000, 0.227, 0.000, 0.041, 0.015, 0.010, 0.012, 0.011
24.200, 0.664, -0.864, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.013, 0.011
24.220, 0.597, -0.884, 0.000, 0.000, 0.000, 0.161, 0.000, 0.000, 0.015, 0.010, 0.013, 0.011
24.240, 0.528, -0.886, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.011, 0.013, 0.011
24.260, 0.455, -0.883, 0.000, 0.000, 0.000, 0.385, 0.000, 0.000, 0.015, 0.011, 0.013, 0.011
24.280, 0.371, -0.877, 0.000, 0.125, 0.000, 0.469, 0.000, 0.125, 0.015, 0.010, 0.013, 0.011
24.300, 0.163, -0.839, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.015, 0.011, 0.012, 0.011
24.320, -0.025, -0.834, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.011, 0.012, 0.011
24.340, -0.262, -0.821, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
24.360, -0.535, -0.792, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
24.380, -0.749, -0.744, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
24.400, -0.850, -0.681, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
24.420, -0.881, -0.614, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
24.440, -0.887, -0.546, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
24.460, -0.884, -0.475, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.011, 0.011
24.480, -0.880, -0.386, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.010, 0.011, 0.010
24.500, -0.872, -0.281, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.010, 0.011, 0.010
24.520, -0.862, -0.148, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.010
24.540, -0.848, 0.035, 1.000, 0.374, 0.000, 0.000, 1.000, 0.626, 0.015, 0.010, 0.012, 0.010
24.560, -0.838, 0.275, 1.000, 1.000, 0.194, 0.000, 0.000, 0.000, 0.015, 0.010, 0.012, 0.011
24.580, -0.815, 0.524, 1.000, 1.000, 0.102, 0.000, 0.000, 0.000, 0.015, 0.011, 0.012, 0.011
24.600, -0.780, 0.713, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.011, 0.011
24.620, -0.747, 0.802, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.011, 0.011
24.640, -0.750, 0.798, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.011, 0.011, 0.011
24.660, -0.679, 0.869, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.015, 0.011, 0.011, 0.011
24.680, -0.609, 0.887, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.015, 0.011, 0.011, 0.011
24.700, -0.540, 0.888, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.010, 0.011, 0.012
24.720, -0.468, 0.884, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.010, 0.011, 0.012
24.740, -0.386, 0.878, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.010, 0.012, 0.012
24.760, -0.287, 0.871, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.010, 0.012, 0.012
24.780, -0.156, 0.862, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.010, 0.012, 0.012
24.800, 0.023, 0.848, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.010, 0.013, 0.012
24.820, 0.263, 0.828, 1.000, 0.000, 1.000, 0.057, 0.000, 1.000, 0.016, 0.010, 0.013, 0.012
24.840, 0.537, 0.795, 1.000, 0.000, 1.000, 0.935, 0.000, 1.000, 0.016, 0.010, 0.012, 0.012
24.860, 0.751, 0.746, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.012, 0.012
24.880, 0.851, 0.682, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.012, 0.012
24.900, 0.882, 0.615, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.012, 0.012
24.920, 0.887, 0.547, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.011, 0.011
24.940, 0.884, 0.476, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.010, 0.011, 0.011
24.960, 0.879, 0.396, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.017, 0.010, 0.011, 0.011
24.980, 0.872, 0.299, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.017, 0.010, 0.011, 0.011
25.000, 0.863, 0.172, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.017, 0.010, 0.011, 0.011
25.020, 0.850, -0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.016, 0.010, 0.011, 0.011
25.040, 0.831, -0.234, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.016, 0.010, 0.011, 0.011
25.060, 0.800, -0.508, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.016, 0.010, 0.011, 0.011
25.080, 0.752, -0.733, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.010, 0.011, 0.011
25.100, 0.690, -0.845, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.010, 0.011, 0.011
25.120, 0.622, -0.880, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.010, 0.011, 0.011
25.140, 0.555, -0.887, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.015, 0.010, 0.011, 0.011
25.160, 0.484, -0.885, 0.000, 0.000, 0.035, 0.634, 0.202, 0.000, 0.015, 0.010, 0.011, 0.011
25.180, 0.405, -0.880, 0.000, 0.000, 0.000, 0.028, 0.458, 0.000, 0.015, 0.010, 0.012, 0.011
25.200, 0.310, -0.873, 0.000, 0.000, 0.000, 0.000, 0.530, 0.000, 0.015, 0.011, 0.012, 0.011
25.220, 0.188, -0.864, 0.000, 0.000, 0.219, 0.035, 0.527, 0.000, 0.015, 0.011, 0.012, 0.011
25.240, 0.021, -0.852, 0.000, 0.000, 0.028, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.012
25.260, -0.206, -0.833, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.012, 0.012
25.280, -0.479, -0.804, 0.000, 0.000, 0.096, 0.194, 1.000, 0.000, 0.015, 0.011, 0.012, 0.012
25.300, -0.714, -0.758, 0.000, 0.000, 0.000, 0.111, 1.000, 0.000, 0.015, 0.011, 0.013, 0.012
25.320, -0.837, -0.697, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.011, 0.013, 0.011
25.340, -0.878, -0.630, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.013, 0.011
25.360, -0.887, -0.562, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
25.380, -0.885, -0.492, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
25.400, -0.880, -0.414, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
25.420, -0.874, -0.322, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
25.440, -0.865, -0.203, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.010, 0.012, 0.011
25.460, -0.853, -0.042, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.014, 0.010, 0.011, 0.011
25.480, -0.836, 0.178, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.010, 0.011, 0.011
25.500, -0.808, 0.448, 1.000, 0.455, 0.000, 0.000, 1.000, 0.545, 0.015, 0.010, 0.011, 0.011
25.520, -0.765, 0.691, 1.000, 0.901, 0.000, 0.000, 1.000, 0.099, 0.015, 0.010, 0.011, 0.011
25.540, -0.705, 0.828, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.015, 0.010, 0.011, 0.011
25.560, -0.638, 0.876, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.010, 0.011, 0.011
25.580, -0.571, 0.886, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.010, 0.011, 0.011
25.600, -0.501, 0.886, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.010, 0.011, 0.011
25.620, -0.425, 0.881, 1.000, 0.008, 0.000, 0.000, 1.000, 0.992, 0.016, 0.010, 0.011, 0.011
25.640, -0.335, 0.875, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.010, 0.011, 0.010
